game,event_slug,condition_id,team0,team1,series_winner,map1_winner,map2_winner,swept,volume_usd,token_id_yes,token_id_no,game_start_utc
cs2,cs2-wtrml0-got1-2026-01-13,0x228d760e5afb0091236f65d4d48980b93bf489f4e70460f80e6c16ae811fbcb3,WATERMELON,gothboiclique,WATERMELON,WATERMELON,WATERMELON,t,1769,78981055049235241112602476958816153147159561001806557167445197010997645468799,112434127529656296655691992552951109372636878905759828479332073452957581252370,2026-01-13T13:30:00Z
cs2,cs2-arc4-bmb-2026-01-13,0x9b86c411857ef2532df3a5164d4ff91758bd7b870c77c1aca313def4d31e7858,ARCRED,BASEMENT BOYS,ARCRED,BASEMENT BOYS,ARCRED,f,70333,108244717245848779844354515313129061985451524595926556702974886245643215792117,95050986757161396708281376492192704273097943415497178157086425988456378069480,2026-01-13T15:00:00Z
cs2,cs2-ursa-bbp-2026-01-13,0x6bae15a433ed6fde28a8c69ac3274a8dbdaf352e0608f08458809072f5fc34ed,Ursa,Bebop,Ursa,Ursa,Bebop,f,7114,47219292129827254992881211205807972780581217444010550147698372319308267131686,103855477597850870779901704187443109986531187490366399636493389283735440785480,2026-01-13T15:00:00Z
dota2,dota2-pi-oqe-2026-01-13,0x6f892584ab44df02ae41ce034691220639312af1ed942ed4450a535f2056229f, Pipsqueak+4,OQ Enjoyers, Pipsqueak+4, Pipsqueak+4, Pipsqueak+4,t,15181,115549344162897383371575184280462908220864970075020628396124223071993646119541,99436059851110295539252898412764548610193011361720818982237141385697419157791,2026-01-13T15:00:00Z
dota2,dota2-re-ic-2026-01-13,0x0cd473fed822fc09b7ec52af70e6a261723dab03c53c9d2a850f3e4b993e3e97,Rune Eaters,Inner Circle,Inner Circle,Inner Circle,Inner Circle,t,2363,46896192494247947272982354098587097892068670454347796186134540261182077940722,109062497848404857351853999671848694060122122199948245580896874620475982724752,2026-01-13T15:30:00Z
cs2,cs2-ast10-fnc-2026-01-13,0xf35d8effb5c99db4dc0e56840bd14aef86921d01198cef0f429d897731ba1894,Astralis,fnatic,Astralis,fnatic,Astralis,f,644579,19336812882149156912427993718560932425559836925885144494064613128269425397564,61871512024738688347449055601220752729006136219718551733070514851619202536681,2026-01-13T16:00:00Z
cs2,cs2-crash-stl-2026-01-13,0xce4a3bd505a8b3581dc6ed1adea06d4e90d2b6889e281a0efdf39b8a3f3dd25f,Crashers,Satriales,Crashers,Crashers,Crashers,t,8503,98085258517915486318953915801402062570534264059729754222823056912507160013782,38930004453254863241003849293691140888952586924783109268262280445741683913582,2026-01-13T16:00:00Z
lol,lol-nge-baam-2026-01-13,0x4328f617638f3065f172417344bdbb93adc8534a5c180e3e0eb9cf19ed500686,NextGeneration Esports,Baam Esports,Baam Esports,NextGeneration Esports,Baam Esports,f,32582,7332943711088260750057933941925459864778773404501574985243484210909803626262,49025180994929790888477068168521979883939132154925563046652692817796915889463,2026-01-13T16:00:00Z
cs2,cs2-dt-phanto-2026-01-13,0x31e0757806dc47c80cb78f57f888d3fdb0b0ee3331d39c3044efbc66df666576,Dark Tigers, Phantom Academy, Phantom Academy, Phantom Academy, Phantom Academy,t,352,50782806717419302651605721647483748911595408576117772833841331025793424098954,106587027750530514343044098082985944445436032979106040622275178461477913432382,2026-01-13T16:30:00Z
cs2,cs2-ef1-msc-2026-01-13,0xe97f3c7e4e7917007fa731b6bf601e222a5265ac27ad2b98bbcd72126e4c6e22,Eternal Fire,MASONIC,Eternal Fire,Eternal Fire,Eternal Fire,t,28381,90804551414156341522986777332818643093777314138377333049621235927972500547171,111888541669041570459237852749680521126490976783361378575776903025587570870584,2026-01-13T18:00:00Z
cs2,cs2-glecs-777-2026-01-13,0x24f7ecbb4f70db89546ea6638182e7387e67e5e6a081c5c96b7c806f74a09c98,The glecs,777,777,The glecs,777,f,6168,86563242826236174477677702017383355566474813180228281782244065401697981632902,65966085931093010010590609461879587231889748227718636782633869654463419205242,2026-01-13T18:00:00Z
cs2,cs2-aur1-hotu-2026-01-13,0x25e14cb05cdc866e417ae2812dc6f94866ca20de469593ff4de154558c4e3cad,Aurora Gaming,HOTU,Aurora Gaming,Aurora Gaming,HOTU,f,540348,76241551818854551677123468690081455956227660402533257907334745440463372209259,103767681935257072673685009952365719000770747357451691181026563939604645264586,2026-01-13T18:30:00Z
lol,lol-drg-3bl-2026-01-13,0x36df1d5943e438839f59534807d9485512fc4079b03218b6e5a0e64118c8fee5,Dragons Esports,3BL Esports,Dragons Esports,Dragons Esports,Dragons Esports,t,18204,61470123860772009520683291803458901232349773549415093029480723203006192281154,14995222038667830441703559826494661779875886038741798524445088942388405663635,2026-01-13T18:30:00Z
cs2,cs2-paina-mag-2026-01-13,0xa3d5acf6ff1b11a6fb5327220e310eb901af92993b6bbf3298543fa085821d9f,paiN Academy,MAGICOS,MAGICOS,MAGICOS,MAGICOS,t,17577,113867491651157745619910237422178648515332258204593216339857376646238827413625,43916234590248876428576466231022503652944933377457844152954012568163425161929,2026-01-13T19:00:00Z
cs2,cs2-3dmaxa-pcf-2026-01-13,0x6cd1abaecea904b4d9f5db63dccb0fdff65efe1acdd40c830c137acabd141aee,3DMAX Academy,PCIFIC,PCIFIC,PCIFIC,PCIFIC,t,3395,112081373618592730311638418411590947947500329284127287291812088775848746105183,24586867385352486452710234747003500736126976781624788487922013974145031257239,2026-01-13T19:30:00Z
cs2,cs2-4m1-eli2-2026-01-13,0x5323c44cab951943d2be0c8058f3d16ceae449f2072326377f62e5a6ffa40e88,Four Magic,ELITES,Four Magic,Four Magic,Four Magic,t,813,99648728713382351481558619216080758603415359912233829344623645681099181182354,58922714731850474517788495193054569263128749654270012574930033985906349303594,2026-01-13T22:00:00Z
lol,lol-kt-dnf-2026-01-14,0x8712d59c96d1fff6b55167992b1f76380ac31361bd36931629e1d56d2bb2f769,KT Rolster,DN Freecs,KT Rolster,DN Freecs,KT Rolster,f,435051,115411994784982899110289029909247711732204583086993372403648441724248747946656,49590094025704420148410558995976780529596859155367406991665899930280321036521,2026-01-14T08:00:00Z
cs2,cs2-bmb-777-2026-01-14,0xf612a09e4b6d43095ee9fe1598792c1b12ffeb63a6991e2616843de0cf8247ea,BASEMENT BOYS,777,BASEMENT BOYS,BASEMENT BOYS,BASEMENT BOYS,t,22485,92336294142689745780062543020188059143547964665901436776922321586535768015305,69213623637549048279437890340694018982172151403639231535415685570362061644420,2026-01-14T09:00:00Z
cs2,cs2-chicke-efa-2026-01-14,0xce64db111fba41de79e429c1da96c307d66fac8ee315dbc9928a31d6e52bca54,ChickenBurger,Eternal Fire Academy,ChickenBurger,ChickenBurger,ChickenBurger,t,15211,44802262944636361926873693133606844916438279135984873217908131253336911238256,24220758263300577751060427102634159793008408301335368874531069523003705073177,2026-01-14T09:00:00Z
cs2,cs2-forzer-sta6-2026-01-14,0x944a72dd4fc574e0f4552540d22063afeeaa516ea28a8f558b4adea28461108a,FORZE Reload,STATE,FORZE Reload,FORZE Reload,STATE,f,42265,38457292637477473578066810379953286536133875827466025550150360587590929119513,111034118230802073972643365354173191296335261322514572739257817114293062959002,2026-01-14T09:00:00Z
cs2,cs2-lk-sta6-2026-01-14,0xf38434a836fd364971efa3ce19554816925e2ee67785ebfe661918343952cc6e,los kogutos,STATE,STATE,STATE,los kogutos,f,41360,45410965708196221484407426862816889822922758900368929070101962818292498670634,115267807761582411552375726515039957142938163845788108992113187268029812357423,2026-01-14T09:00:00Z
lol,lol-wb-ig1-2026-01-14,0x3067d9b79762eba9d0636bb2b46072a91dc40ee1422bdb97a83b6f7971558a7c,Weibo Gaming,Invictus Gaming,Weibo Gaming,Invictus Gaming,Weibo Gaming,f,701589,2537989139883350102546690820811338903913933575495875372289987014142031938391,44923703593329749903147980362118352762533483550822765054621499553337588762297,2026-01-14T09:00:00Z
cs2,cs2-oxuji-wtrml0-2026-01-14,0xd50ab76971bf257b0d6a122fedf7d0b34472190568d0dfac83c2805438ffe6d0,Oxuji Esports,WATERMELON,WATERMELON,WATERMELON,WATERMELON,t,3925,24457685396355176603731948228629018834775163582260464983278095708380821859273,63874335388964105896901963401884362745222744040029811308916444287568991699386,2026-01-14T10:30:00Z
lol,lol-dk-bro2-2026-01-14,0xe4d7f9de9865f62bcd5618500ced3fbd1328226f9b9e9c5eebd076479a3accf9,Dplus KIA,OKSavingsBank BRION,Dplus KIA,Dplus KIA,Dplus KIA,t,218657,31611987147750724837491322838971488594707756081300644881245279121021738632110,90473618679987666670274129033975795625553144670153734316768860283740547278468,2026-01-14T10:30:00Z
cs2,cs2-gl1-pssnua-2026-01-14,0x1618b26677dec50bb05b0a0eeb2627c0993152005725a35bad4acc3c3992b53d,GamerLegion,Passion UA,GamerLegion,Passion UA,GamerLegion,f,389996,48325945037453482832741789775991988538738745972413514072553369549617081447738,93200452543954976518131689608398708542473043430782623846069200823707486707985,2026-01-14T11:00:00Z
lol,lol-tes-jdg-2026-01-14,0xa72431a867341143e335ff3e5560d96359392a02822839daaafb89fd63222355,Top Esports,JD Gaming,JD Gaming,JD Gaming,JD Gaming,t,304720,47663538556293830395582502894916660573100991347909691864763464666033449545699,42010071622887377358511984972776273685352415487722997942138291403110941003702,2026-01-14T11:00:00Z
cs2,cs2-td-sng-2026-01-14,0x075ebe00c2a6072792acfdc4401bdec218e00c78c63fd085fd12d8d8f0fcea29,Truck Drivers,Sangal ALTERS,Truck Drivers,Sangal ALTERS,Truck Drivers,f,21884,109210303747391744935803851878577465312308505012599729331056897766047206979557,47699412289027358147274233762148930234801979030015535158867563541076253687133,2026-01-14T11:30:00Z
cs2,cs2-arc4-minlat-2026-01-14,0x3fa2a61c4e10c9fbbad6946b5d3e997e0f5c94856f8efc582587f05588af88aa,ARCRED,MINLATE,ARCRED,ARCRED,ARCRED,t,19722,57868927721652789272931068892502716802105331265377609393953893232207568691305,53589578437732002542334079843612497907549793582956547105246180019003698451582,2026-01-14T12:00:00Z
cs2,cs2-csdiil-msc-2026-01-14,0xf1f66ce96d62a90f3639c7c9465ef8bcabe05a116aa328d025836bc079c5f43b, CSDIILIT,MASONIC,MASONIC,MASONIC,MASONIC,t,62744,36372041430846472570024765705676320306234964575493710017453651864171438403873,26930365382359420310621014553683737263302279100645302416983841121669997452006,2026-01-14T12:00:00Z
cs2,cs2-gh-oruga-2026-01-14,0x1e680406710f70b81ab2680ad75984a3b022a186ee0d1880201cd0472ffcb923,Game Hunters,TEAM ORUGA,TEAM ORUGA,TEAM ORUGA,TEAM ORUGA,t,2277,48405653096861290880836662606748314184786874016080215033997206562058532719396,23790406918960515356748866072087973079847627856974249076551634097695497011062,2026-01-14T13:00:00Z
cs2,cs2-b8acad-ej-2026-01-14,0x03351aabce2ae981b54aa3a6e01b4cabded3103f6b52fd961a42b10c051388c7,B8 Academy,Endless Journey,Endless Journey,Endless Journey,B8 Academy,f,2280,22199780260100113564305690955103293944389797883412387643949582694437433755751,111052844577903690598936692782484136150328383312729071968648337926480158532728,2026-01-14T13:30:00Z
cs2,cs2-fc3-hero-2026-01-14,0x78b63cdfc7ac32062e16d8186f4bc9d52d3163da36e608f705e779ca2b06b90a,FriendlyCampers,Heroic,Heroic,Heroic,Heroic,t,179925,34443372541326338254732223213723233818279879740126191182274532829456579217592,47442032571316219873725980838762827548592995844483477085042374543917466529748,2026-01-14T13:30:00Z
cs2,cs2-unity-petard-2026-01-14,0x6abee4e0ccd81211ba2ed2d69397894735c03e6cff40ccb465294aac6c603c19,UNiTY esports,petardka,UNiTY esports,petardka,UNiTY esports,f,48927,63747832902601809795259762191992322637827792000256621061837808184147609722846,113530134107382765660832837957785430270752077541412256961459539152136238293532,2026-01-14T15:00:00Z
cs2,cs2-mibr-gg5-2026-01-14,0x9307e00b0dd29f1b67c476c7ffbb18a838b922df4e000ec418806ae50d8aef79,MIBR,Gaimin Gladiators,MIBR,MIBR,MIBR,t,51458,21339555077564317529248616114823937361485935103507397850008897850373607364551,31156937017580696610473199688820550618191127922062115303255663086658677322964,2026-01-14T16:00:00Z
cs2,cs2-navi-mnte-2026-01-14,0x78660f95e6a66469d9707ad4746e73c5a3f59311c0e2084193197ecb2f5075df,Natus Vincere,Monte,Monte,Natus Vincere,Monte,f,623263,25717330937716373464421517723096444930166509852130781670136888165425095425472,40175595339171541148712872049888461881272064874361466090338166538834017109884,2026-01-14T16:00:00Z
cs2,cs2-vsc-charra-2026-01-14,0x67bc6f574737278f0652e21fa9ab10ec68a7619cbfada428f0f548f587a861e5,Vasco Esports,Charrados FC,Vasco Esports,Vasco Esports,Vasco Esports,t,9028,3373895346827620337451792704007682046169149955246356766966275798428283007133,68860205504497098885258271960399418921226298378515647745183749920348727825804,2026-01-14T16:00:00Z
lol,lol-gng-anb-2026-01-14,0xcbdff866cf0a60be65e9c0669bfeddc77d62007b5cc6f633032f205d07c18e59,GnG Amazigh,Anubis Gaming,Anubis Gaming,GnG Amazigh,Anubis Gaming,f,20995,41351917588815383153773186327901161926955149370421992525936318100345342618642,45093189780017316353926046002386113595194480908155407113329023116766484024591,2026-01-14T16:00:00Z
cs2,cs2-phanto-pcf-2026-01-14,0x3eeace88c764984357847722b2d12abfe50f78377c65f2a3dd03625b5d4fc302, Phantom Academy,PCIFIC, Phantom Academy, Phantom Academy,PCIFIC,f,2040,37644072537367495114424806796637147136570360083726874307523861931527017058836,2853317867276535346899703336244857967059768675537126740458749209645908247529,2026-01-14T16:30:00Z
cs2,cs2-bmb-ill-2026-01-14,0x4bcd79cb96e010c15db16579a2e06b492647e061c33557e5f0beca93c459f9ea,BASEMENT BOYS,illwill,illwill,BASEMENT BOYS,illwill,f,37572,58361796951572876609691106072425401265003595408292544515908933103777435258969,14843715877926249769537088001671718575254297100574802988782616466262030341843,2026-01-14T18:00:00Z
cs2,cs2-vit-vp-2026-01-14,0x921e15b6b4b943ab10879341c56dbee7623c74046c31dbf1fff1f1edc9391602,Vitality,Virtus.pro,Vitality,Vitality,Vitality,t,279112,34479697983772383714996865776724062206594824947382478629508302443925652450742,77981381046283022831939832873493425936469419118767633646589839540440275016128,2026-01-14T18:30:00Z
lol,lol-one-fn-2026-01-14,0xf11300395a828012b5f2c299638586c63e428c07792f951c35398184da71d53f,One More Esports,FN Esports,FN Esports,FN Esports,FN Esports,t,888,34996775468359501000290397573520505112539848568643510603915067375415238150355,84915570469644632208452765542774005138956893485594370564095862280486930853774,2026-01-14T18:30:00Z
cs2,cs2-bad-hwga-2026-01-14,0x774b0b7c4647038526ea9d735ffe7fe0171a718ff4cc7f95cf497d17b52dc9ce,Bad Luck,HereWeGoAgain,Bad Luck,Bad Luck,Bad Luck,t,4780,94783385861443809722592087546719651881277018538671820326294636196403843695674,85221557713364251520474314982864981488755340319000580802330683302771762788728,2026-01-14T19:00:00Z
cs2,cs2-imp11-fdb-2026-01-14,0xc4dcd33ab4638a4ebfed9b42db766d0da650581ada8598a3120b4ce949ab49cc,Imperial,Fake do Biru,Imperial,Imperial,Imperial,t,20310,105233195327326112509579164555589824368627474309385321589249623039489262829698,41254094673205036883570341966515683063055296440775651369349283433628887855636,2026-01-14T19:00:00Z
cs2,cs2-vpf-mis-2026-01-14,0x01ccbae099c92ad8ccde95b9547cb3fb82e70455728f796a95ca71e502be42e0,VP Future,Misa Esports,Misa Esports,Misa Esports,Misa Esports,t,632,53326513229793955284747410898638624162141647266909508571243259469646921704230,62647859070953744552048267226096525817818918133652928359059483826106351913834,2026-01-14T19:30:00Z
cs2,cs2-pls-ik-2026-01-14,0xd820c67fbc04999f34c9ccba4ade4fd13c62de4e0a5c86864d03669e62b0a1c2,Players,internet kings,Players,Players,Players,t,11595,45443923543046196791323999402075208809771848618640388878266033462948928034620,40794050407898080858459828888574631885692431766040807572437062727074519662156,2026-01-14T22:00:00Z
cs2,cs2-shk-keyd-2026-01-14,0xf7ac633243ac5fb061a9755b3d582e1bd66de5a182d32f87bde81247da16862a,Sharks,Keyd,Sharks,Sharks,Sharks,t,30930,111417262989798526420358005053886431715365481057967683660118897735589599199961,6670236808281674857448554693419031339067662421897068966059275815546370268024,2026-01-14T22:00:00Z
cs2,cs2-lgc-gh-2026-01-15,0x6a86f9c56167fe43a299d82317e5d454b86b220c9fcd1768b357551d6ff7bc7e,Legacy,Game Hunters,Legacy,Legacy,Legacy,t,14669,87065044520369213479128812539505464313318963475874730619463877688352906031094,69465505058170596247269268153891545150939604316111206028426173501056273781951,2026-01-15T01:00:00Z
lol,lol-foxy-dnsc-2026-01-15,0x9750550dde7476fd8f9314202edd084904dd1abd1e3eadfea257f94c8bbb7ea2,BNK FearX Youth,DN SOOPers Challengers,DN SOOPers Challengers,BNK FearX Youth,DN SOOPers Challengers,f,10904,50893804126497066439712942779946258411665909303116032673185995334201047531359,12940098170358687915356989077575301987635747480206545627556910026314268102000,2026-01-15T05:00:00Z
lol,lol-genga-hle-2026-01-15,0x54c82ec971232725cb32ac03ed599beb57f1cfa2b1d36f442d7baeb2a8df86ee,Gen.G Global Academy,Hanwha Life Esports Challengers,Hanwha Life Esports Challengers,Hanwha Life Esports Challengers,Hanwha Life Esports Challengers,t,80223,32406228475691659275840863231845339504772986657262915194363971016452157469662,13900969663421801521819765873322356057357804486536617620203916139264596785819,2026-01-15T05:00:00Z
lol,lol-t1a-broc-2026-01-15,0x08e9dada8e49bd192ffca9a80618ba6237c07325a3c339ff01e07a0131a49307,T1 Academy,HANJIN BRION Challengers,T1 Academy,T1 Academy,HANJIN BRION Challengers,f,5099,114758145576350222478071720352411207808522745344711157152797961464912519257163,35631234388379015201089691245024378175225950361242042048841587372844289826337,2026-01-15T05:00:00Z
lol,lol-lgd-up-2026-01-15,0xf3c8307ce5acc0186d9c0d39f5aa9ca587caf56d388dacd976b843eb7158dc22,LGD Gaming,Ultra Prime,LGD Gaming,LGD Gaming,LGD Gaming,t,183448,8272162337253085731650407322932860230957645566617624982096957604670643771340,34631728538240162622887128490424229190367362702149306576911179837077072030709,2026-01-15T07:00:00Z
dota2,dota2-nem-jackky-2026-01-15,0xbb29354e9447d0d3ed92b3e2c90a7d5b24927e311c96b18ec3c9c7953b30d2c9,Team Nemesis,Jackky and friends,Jackky and friends,Jackky and friends,Team Nemesis,f,31242,54640070386147165828734760667731146635710481707573119595002279845776894922424,97818920073643177080572760720504765618191533366922702530445043794905706065999,2026-01-15T08:00:00Z
lol,lol-gen-drx-2026-01-15,0x4ec1074f058a79065c8b83c67090da752e797afc0e352fdde1de97a93554235d,Gen.G,DRX,Gen.G,Gen.G,Gen.G,t,227902,45123663757262358994458847346934139112795347692033721555060389006480935647241,11633044343245204303485376613414948650990982960987945989499288702593604279152,2026-01-15T08:00:00Z
cs2,cs2-bbp-algo1-2026-01-15,0x25b3ea689ec81ce82cb51eeec3beb122050468946631b88ffdaa0dee7f8494c3,Bebop,ALGO Esports,Bebop,Bebop,Bebop,t,1937,100657757462812970388577370598642578491579470399408097821350070619964195679874,111530853622761233132566626065257681748687092395213969369406491243577800275837,2026-01-15T09:00:00Z
lol,lol-ig1-al-2026-01-15,0x515704da9255eda729f4e6b8a9cbb763c44af1b5f9727354d2b3ea38d6e89753,Invictus Gaming,Anyone's Legend,Anyone's Legend,Anyone's Legend,Anyone's Legend,t,326626,1284462430835676343308447917995245480918812498140787025580856059285099250189,58584522515772685143805531263395208692340222790812976012069912921335573510507,2026-01-15T09:00:00Z
cs2,cs2-peep-jumbo-2026-01-15,0xfbd26567814d5714d4cba06488bc6cac5af01c29dbd3a89040d1d03d5928298c,Team PeeP,JUMBO TEAM,JUMBO TEAM,JUMBO TEAM,JUMBO TEAM,t,782,38327927897898646420844442652644969775770831569851293691417108793807430038232,19565581713005518812558934748404034708199209318265187790474059097158560993938,2026-01-15T10:30:00Z
lol,lol-fox1-ns-2026-01-15,0xfedcc34b351a02a993adce28c3df8df0f637bc766f264fad6530fd935bcc27c0,BNK FEARX,Nongshim Red Force,BNK FEARX,BNK FEARX,BNK FEARX,t,257579,96713336948021015580095329945624490303440526154291232912661794231187164260781,27292010814172126668475726787673440319839046164932313240965225196594465713561,2026-01-15T10:30:00Z
cs2,cs2-m8-m80-2026-01-15,0x909cbecd12aab83b9c2de251f54010b85659c3f8d449f12c2aa4633e834f18c3,Gentle Mates,M80,Gentle Mates,Gentle Mates,Gentle Mates,t,175501,58290014157582403477302605996610666962979920740004566526452446346482251712746,11365765036557640382827777002147994239615673683765211222077800425006103765740,2026-01-15T11:00:00Z
lol,lol-wb-blg-2026-01-15,0xf0f6f25c4b99a8b8fca066c574043ecf4ad13a7c228198ae847e278c979328dc,Weibo Gaming,Bilibili Gaming,Bilibili Gaming,Weibo Gaming,Bilibili Gaming,f,810993,107114446845747294887364248609269999526894705894436846923463212119174264070224,98028913954669267728365413727526537239154954054278323897307031780374935891474,2026-01-15T11:00:00Z
cs2,cs2-imperi-mid1-2026-01-15,0x87a081de44097b9659ba3d972abe73ac28c33cdd295305fc14464618ca57b7c0,Imperial Academy,Midnight,Midnight,Midnight,Midnight,t,7512,77147533263826368613449320429487811499534979074434406993000533550590692755317,115586132096324387969439835985529640514638537465143487707923128437775708461343,2026-01-15T11:30:00Z
cs2,cs2-mouzn-igw-2026-01-15,0xe019c9294260614bbea209e2b580ae193fe8350ddaf2675095728879d6f16582,MOUZ NXT,Impulse GW,MOUZ NXT,MOUZ NXT,Impulse GW,f,838,21974938544823424587236255726301978333623782320055742783143166689269860561061,101898388169603216247307486082137824679230396587033950432357132941664592067132,2026-01-15T11:30:00Z
cs2,cs2-eiv-brute-2026-01-15,0xdb57b06eeb1ecd9762c1efc09ab44bdebeca1977b0e6fd8e26be9d4115d28420,ex-Imperial Valkyries,Brute,Brute,Brute,Brute,t,3752,35654311775410155861772775367248513219146834639797628875870133840400475765405,52510270864730702641892705671209752823653187863871272371899115599484431217385,2026-01-15T12:00:00Z
cs2,cs2-3dmax-ice-2026-01-15,0x5e76d5489bed967f1fd2a68d11cda853c51f38704c370ed87ae5e83ae8626d4c,3DMAX,Inner Circle Esports,Inner Circle Esports,Inner Circle Esports,3DMAX,f,599299,88211091765506868450855604047743338611905370100564657782742053364050088290183,64567447300119453323254125704683627066159727520113477664980015538980553987180,2026-01-15T13:30:00Z
cs2,cs2-aab-lilmix-2026-01-15,0x0ad93aac45fd8429187b9c0f0ae4fc17d1e3a3602e922cb29fdfdde2c2dcbeb4,AaB esport,Lilmix,AaB esport,AaB esport,AaB esport,t,7925,74668419874125310310614604544469884067683193366588703582470897730322179895551,29796332048707906986909481263516242418121748882098039597515836025695463157139,2026-01-15T15:00:00Z
cs2,cs2-forzer-arc4-2026-01-15,0xe863263bd7f5f982195d15f28f43a4454c5092ebc1dff70e81e63eb4cf7b4f95,FORZE Reload,ARCRED,FORZE Reload,FORZE Reload,FORZE Reload,t,22073,75223141502422279932623193027680332925969253454656149107882767760102244184586,97034344226477246324473924025231538743148175537107171608662172783763224669313,2026-01-15T15:00:00Z
cs2,cs2-eli2-stl-2026-01-15,0x8e88d510f97fcec55b169c2ccc802fbe014590744a517d06cb1ec2d8cfd420ac,ELITES,Satriales,Satriales,Satriales,Satriales,t,1936,12495776761843760776377269721193849272401844777243724106975864013328918041416,77946321082908519558077909119481095078728924692861260745928309793522389156443,2026-01-15T16:00:00Z
cs2,cs2-keyd-fdb-2026-01-15,0x81a523b0a0a25cd6480a427c3d7f6cf177914956e03156b617884cad9aa72274,Keyd,Fake do Biru,Fake do Biru,Fake do Biru,Fake do Biru,t,21660,109016360624835403022475007939948810569831633390891650688116013611017430780094,99094321932492417777210124872666578718954815820513758283908253011942585428116,2026-01-15T16:00:00Z
cs2,cs2-tl1-nip-2026-01-15,0x6017adaa0eeec053ac8ad9ad29556728bdf306512ef2cc21b3878e5925996dd8,Liquid,NIP,Liquid,Liquid,NIP,f,1200023,90007630537380014087172595726181447945494163522509393526509667632787297711033,91492847376193726784720239818763637482415131455325351634333372636980642069628,2026-01-15T16:00:00Z
lol,lol-gng-fn-2026-01-15,0xc16945ddadc1d6fabee70c82d7b510574d4cbc70e6ad6757faf4130ac2433f76,GnG Amazigh,FN Esports,FN Esports,FN Esports,FN Esports,t,16196,86535017439408147449196712370828000786203235347436641781318725538618956481198,58007269564575314157642130545804362465986130698941363118409937603059928866867,2026-01-15T16:00:00Z
cs2,cs2-ytigeres-3dmaxa-2026-01-15,0x928b9b1968f7f2dc4366c49de22725420118b4a5026e6b22b772cb41c8ee432b,Young TigeRES,3DMAX Academy,Young TigeRES,Young TigeRES,Young TigeRES,t,1144,52458202241861743479891307414778388315866395145438456821778223309208141778826,66729268063902114774529794802415756969854051433987451034145998328697843175786,2026-01-15T16:30:00Z
cs2,cs2-bbp-sta6-2026-01-15,0xd2ede5a76cb22b84bfe048de3e512f728be56e1a95952751da9feae37b6d91e5,Bebop,STATE,Bebop,Bebop,Bebop,t,149,17034458828988886955761798879116847445121232402416555424019234139877730720310,46969187580503284727371065404480025535863730749749536397751076884366495292744,2026-01-15T18:00:00Z
cs2,cs2-unity-ill-2026-01-15,0xeeb512d03acbe1cadb139f27447fff06d5802a0f56fad05f37c0db5a0ecbb57b,UNiTY esports,illwill,UNiTY esports,UNiTY esports,UNiTY esports,t,24306,1467458983934649785106265528513338351124777506765882539834420571095196558672,96804394536120501313960437608760849307152898886612958157981228684141583968400,2026-01-15T18:00:00Z
valorant,val-fks-stream-2026-01-15,0x629118d729b6eda1b5db42a88b36609e73b20c047cc35f49995f3b91e22e8d47,FOKUS Sakura,Streamerzone INDIGO,Streamerzone INDIGO,Streamerzone INDIGO,Streamerzone INDIGO,t,121,99248896694466818109126549338012329556647582136557727760741288783073080995238,18524289286155949123153540280313082050916321001488812326517630960391834631377,2026-01-15T18:00:00Z
valorant,val-znto-tsx-2026-01-15,0xb77f475ad9472cf85a01e24926daaf6fa2d84eef040ea5ccfc353d5907ed267f,ZennIT Orange GC,TWISTED SAINTS X,TWISTED SAINTS X,TWISTED SAINTS X,ZennIT Orange GC,f,302,30955432018840072476373406552691055246615684334073967784190330327114782213428,26245228428401297446947223752041013661587200419454667917917556945972885431832,2026-01-15T18:00:00Z
cs2,cs2-fal2-ecs-2026-01-15,0x0df381fe05891373aa42ac4ffc45a6d01216e3cef5c76d969b3f8b4b903a7c41,Team Falcons,ECSTATIC,Team Falcons,Team Falcons,Team Falcons,t,123793,15279031060941649852717647950891721921899771414985693440087993990898969731693,1312047297656811131710473402689061084550368104885657565271977514207275897458,2026-01-15T18:30:00Z
lol,lol-nge-one-2026-01-15,0xe90fb41e0359593d29b1e561f9cab82a46e16eb840e8e91c2919139a74e29dd2,NextGeneration Esports,One More Esports,NextGeneration Esports,NextGeneration Esports,NextGeneration Esports,t,977,28682770204287132854500887454749517552367064476570319972602689492074403115017,113127691647330634168399034237252646985427210942239599407480175411563010595335,2026-01-15T18:30:00Z
cs2,cs2-gg5-gh-2026-01-15,0xdb669ddfa1d993b1a7874fef5ae97bc47c97f4c1df43e51c7308b684810f8c6f,Gaimin Gladiators,Game Hunters,Gaimin Gladiators,Gaimin Gladiators,Gaimin Gladiators,t,11433,80733349448550708316820038027204403220554963011182671558800923506015031381285,2492119354118464944499295243040218640308974558238546127685435793927126377937,2026-01-15T19:00:00Z
valorant,val-tmo-lml-2026-01-15,0x2dfd268e0c82234363bd9ae2711bc4f9659e70d8949dd7c4d2a1cfd743cdb810,Twisted Minds Orchid,LA MALA,Twisted Minds Orchid,Twisted Minds Orchid,Twisted Minds Orchid,t,873,104145115122948849817580062862575649713499297877487869191332211051712017123709,47295330868783176960505129961503956868831286273101346480196010960026546706181,2026-01-15T19:00:00Z
